*
	4	STATUS	0	1	3	4	5	19	29	40	49
*	record	OrderNo	Type	Key	Name	pStation	pStates	pALARM_GROUP	pConfiguredAORGroup	ConfigNormalState
	399	399	1	'01014004'	'KW_COMP_Status'	14	214	1	1	0
	400	400	1	'01014005'	'KW_A_Status'	14	214	1	1	0
	401	401	1	'01014006'	'KW_B_Status'	14	214	1	1	0
	402	402	1	'01014007'	'KW_C_Status'	14	214	1	1	0
	403	403	1	'01014008'	'KVAR_Status'	14	214	1	1	0
	404	404	1	'01014009'	'KVAR_A_Status'	14	214	1	1	0
	405	405	1	'01014010'	'KVAR_B_Status'	14	214	1	1	0
	406	406	1	'01014011'	'KVAR_C_Status'	14	214	1	1	0
	407	407	1	'01014012'	'V_Status'	14	214	1	1	0
	408	408	1	'01014013'	'V_A_Status'	14	214	1	1	0
	409	409	1	'01014014'	'V_B_Status'	14	214	1	1	0
	410	410	1	'01014015'	'V_C_Status'	14	214	1	1	0
	411	411	1	'01014016'	'A_Status'	14	214	1	1	0
	412	412	1	'01014017'	'A_A_Status'	14	214	1	1	0
	413	413	1	'01014018'	'A_B_Status'	14	214	1	1	0
	414	414	1	'01014019'	'A_C_Status'	14	214	1	1	0
	415	415	1	'01014020'	'PF_Status'	14	214	1	1	0
	416	416	1	'01014021'	'PF_A_Status'	14	214	1	1	0
	417	417	1	'01014022'	'PF_B_Status'	14	214	1	1	0
	418	418	1	'01014023'	'PF_C_Status'	14	214	1	1	0
	419	419	1	'01014024'	'KW_Status'	14	214	1	1	0
	420	420	1	'01039004'	'DS1_Signal_Status'	39	216	1	1	0
	421	421	1	'01039005'	'DS2_Signal_Status'	39	216	1	1	0
	422	422	1	'01039006'	'DS3_Signal_Status'	39	216	1	1	0
	423	423	1	'01012022'	'KW_Status'	12	214	1	1	0
	424	424	1	'01039007'	'SPC_Load_Faillure'	39	216	1	1	0
	425	425	1	'01001097'	'ROC07A_PRI_RTU'	1	208	1	1	1
	426	426	1	'01001098'	'ROC07A_CHK_RTU'	1	208	1	1	1
	427	427	1	'01015004'	'KW_COMP_Status'	15	214	1	1	0
	428	428	1	'01015005'	'KW_A_Status'	15	214	1	1	0
	429	429	1	'01015006'	'KW_B_Status'	15	214	1	1	0
	430	430	1	'01015007'	'KW_C_Status'	15	214	1	1	0
	431	431	1	'01015008'	'KVAR_Status'	15	214	1	1	0
	432	432	1	'01015009'	'KVAR_A_Status'	15	214	1	1	0
	433	433	1	'01015010'	'KVAR_B_Status'	15	214	1	1	0
	434	434	1	'01015011'	'KVAR_C_Status'	15	214	1	1	0
	435	435	1	'01015012'	'V_Status'	15	214	1	1	0
	436	436	1	'01015013'	'V_A_Status'	15	214	1	1	0
	437	437	1	'01015014'	'V_B_Status'	15	214	1	1	0
	438	438	1	'01015015'	'V_C_Status'	15	214	1	1	0
	439	439	1	'01015016'	'A_Status'	15	214	1	1	0
	440	440	1	'01015017'	'A_A_Status'	15	214	1	1	0
	441	441	1	'01015018'	'A_B_Status'	15	214	1	1	0
	442	442	1	'01015019'	'A_C_Status'	15	214	1	1	0
	443	443	1	'01015020'	'PF_Status'	15	214	1	1	0
	444	444	1	'01015021'	'PF_A_Status'	15	214	1	1	0
	445	445	1	'01015022'	'PF_B_Status'	15	214	1	1	0
	446	446	1	'01015023'	'PF_C_Status'	15	214	1	1	0
	447	447	1	'01015024'	'KW_Status'	15	214	1	1	0
	448	448	1	'01040001'	'KW_COMP_Status'	40	214	1	1	0
	449	449	1	'01040002'	'FREQUENCY_Status'	40	214	1	1	0
	450	450	1	'01040003'	'A_N_Status'	40	214	1	1	0
	451	451	1	'01040004'	'KVAR_COMP_Status'	40	214	1	1	0
	452	452	1	'01040005'	'KW_Status'	40	214	1	1	0
	453	453	1	'01040006'	'KW_A_Status'	40	214	1	1	0
	454	454	1	'01040007'	'KW_B_Status'	40	214	1	1	0
	455	455	1	'01016004'	'KW_COMP_Status'	16	214	1	1	0
	456	456	1	'01016005'	'KW_A_Status'	16	214	1	1	0
	457	457	1	'01016006'	'KW_B_Status'	16	214	1	1	0
	458	458	1	'01016007'	'KW_C_Status'	16	214	1	1	0
	459	459	1	'01016008'	'KVAR_Status'	16	214	1	1	0
	460	460	1	'01016009'	'KVAR_A_Status'	16	214	1	1	0
	461	461	1	'01016010'	'KVAR_B_Status'	16	214	1	1	0
	462	462	1	'01016011'	'KVAR_C_Status'	16	214	1	1	0
	463	463	1	'01016012'	'V_Status'	16	214	1	1	0
	464	464	1	'01016013'	'V_A_Status'	16	214	1	1	0
	465	465	1	'01016014'	'V_B_Status'	16	214	1	1	0
	466	466	1	'01016015'	'V_C_Status'	16	214	1	1	0
	467	467	1	'01016016'	'A_Status'	16	214	1	1	0
	468	468	1	'01016017'	'A_A_Status'	16	214	1	1	0
	469	469	1	'01016018'	'A_B_Status'	16	214	1	1	0
	470	470	1	'01016019'	'A_C_Status'	16	214	1	1	0
	471	471	1	'01016020'	'PF_Status'	16	214	1	1	0
	472	472	1	'01016021'	'PF_A_Status'	16	214	1	1	0
	473	473	1	'01016022'	'PF_B_Status'	16	214	1	1	0
	474	474	1	'01016023'	'PF_C_Status'	16	214	1	1	0
	475	475	1	'01016024'	'KW_Status'	16	214	1	1	0
	476	476	1	'01040008'	'KW_C_Status'	40	214	1	1	0
	477	477	1	'01040009'	'KVAR_Status'	40	214	1	1	0
	478	478	1	'01040010'	'KVAR_A_Status'	40	214	1	1	0
	479	479	1	'01040011'	'KVAR_B_Status'	40	214	1	1	0
	480	480	1	'01040012'	'KVAR_C_Status'	40	214	1	1	0
	481	481	1	'01040013'	'V_Status'	40	214	1	1	0
	482	482	1	'01040014'	'V_A_Status'	40	214	1	1	0
	483	483	1	'01017004'	'KW_COMP_Status'	17	214	1	1	0
	484	484	1	'01017005'	'KW_A_Status'	17	214	1	1	0
	485	485	1	'01017006'	'KW_B_Status'	17	214	1	1	0
	486	486	1	'01017007'	'KW_C_Status'	17	214	1	1	0
	487	487	1	'01017008'	'KVAR_Status'	17	214	1	1	0
	488	488	1	'01017009'	'KVAR_A_Status'	17	214	1	1	0
	489	489	1	'01017010'	'KVAR_B_Status'	17	214	1	1	0
	490	490	1	'01017011'	'KVAR_C_Status'	17	214	1	1	0
	491	491	1	'01017012'	'V_Status'	17	214	1	1	0
	492	492	1	'01017013'	'V_A_Status'	17	214	1	1	0
	493	493	1	'01017014'	'V_B_Status'	17	214	1	1	0
	494	494	1	'01017015'	'V_C_Status'	17	214	1	1	0
	495	495	1	'01017016'	'A_Status'	17	214	1	1	0
	496	496	1	'01017017'	'A_A_Status'	17	214	1	1	0
	497	497	1	'01017018'	'A_B_Status'	17	214	1	1	0
	498	498	1	'01017019'	'A_C_Status'	17	214	1	1	0
	499	499	1	'01017020'	'PF_Status'	17	214	1	1	0
	500	500	1	'01017021'	'PF_A_Status'	17	214	1	1	0
	501	501	1	'01017022'	'PF_B_Status'	17	214	1	1	0
	502	502	1	'01017023'	'PF_C_Status'	17	214	1	1	0
	503	503	1	'01017024'	'KW_Status'	17	214	1	1	0
	504	504	1	'01040015'	'V_B_Status'	40	214	1	1	0
	505	505	1	'01040016'	'V_C_Status'	40	214	1	1	0
	506	506	1	'01040017'	'A_Status'	40	214	1	1	0
	507	507	1	'01040018'	'A_A_Status'	40	214	1	1	0
	508	508	1	'01040019'	'A_B_Status'	40	214	1	1	0
	509	509	1	'01040020'	'A_C_Status'	40	214	1	1	0
	510	510	1	'01040021'	'PF_Status'	40	214	1	1	0
	511	511	1	'01018004'	'KW_COMP_Status'	18	214	1	1	0
	512	512	1	'01018005'	'KW_A_Status'	18	214	1	1	0
	513	513	1	'01018006'	'KW_B_Status'	18	214	1	1	0
	514	514	1	'01018007'	'KW_C_Status'	18	214	1	1	0
	515	515	1	'01018008'	'KVAR_Status'	18	214	1	1	0
	516	516	1	'01018009'	'KVAR_A_Status'	18	214	1	1	0
	517	517	1	'01018010'	'KVAR_B_Status'	18	214	1	1	0
	518	518	1	'01018011'	'KVAR_C_Status'	18	214	1	1	0
	519	519	1	'01018012'	'V_Status'	18	214	1	1	0
	520	520	1	'01018013'	'V_A_Status'	18	214	1	1	0
	521	521	1	'01018014'	'V_B_Status'	18	214	1	1	0
	522	522	1	'01018015'	'V_C_Status'	18	214	1	1	0
	523	523	1	'01018016'	'A_Status'	18	214	1	1	0
	524	524	1	'01018017'	'A_A_Status'	18	214	1	1	0
	525	525	1	'01018018'	'A_B_Status'	18	214	1	1	0
	526	526	1	'01018019'	'A_C_Status'	18	214	1	1	0
	527	527	1	'01018020'	'PF_Status'	18	214	1	1	0
	528	528	1	'01018021'	'PF_A_Status'	18	214	1	1	0
	529	529	1	'01018022'	'PF_B_Status'	18	214	1	1	0
	530	530	1	'01018023'	'PF_C_Status'	18	214	1	1	0
	531	531	1	'01018024'	'KW_Status'	18	214	1	1	0
	532	532	1	'01040022'	'PF_A_Status'	40	214	1	1	0
	533	533	1	'01040023'	'PF_B_Status'	40	214	1	1	0
	534	534	1	'01040024'	'PF_C_Status'	40	214	1	1	0
	535	535	1	'01040025'	'AC_LOSS_Status'	40	215	1	1	1
	536	536	1	'01038001'	'S1_POSITION'	38	202	1	1	1
	537	537	1	'01038002'	'S2_POSITION'	38	202	1	1	0
	538	538	1	'01038003'	'AUX_LED1'	38	217	1	1	0
	539	539	1	'01019004'	'KW_COMP_Status'	19	214	1	1	0
	540	540	1	'01019005'	'KW_A_Status'	19	214	1	1	0
	541	541	1	'01019006'	'KW_B_Status'	19	214	1	1	0
	542	542	1	'01019007'	'KW_C_Status'	19	214	1	1	0
	543	543	1	'01019008'	'KVAR_Status'	19	214	1	1	0
	544	544	1	'01019009'	'KVAR_A_Status'	19	214	1	1	0
	545	545	1	'01019010'	'KVAR_B_Status'	19	214	1	1	0
	546	546	1	'01019011'	'KVAR_C_Status'	19	214	1	1	0
	547	547	1	'01019012'	'V_Status'	19	214	1	1	0
	548	548	1	'01019013'	'V_A_Status'	19	214	1	1	0
	549	549	1	'01019014'	'V_B_Status'	19	214	1	1	0
	550	550	1	'01019015'	'V_C_Status'	19	214	1	1	0
	551	551	1	'01019016'	'A_Status'	19	214	1	1	0
	552	552	1	'01019017'	'A_A_Status'	19	214	1	1	0
	553	553	1	'01019018'	'A_B_Status'	19	214	1	1	0
	554	554	1	'01019019'	'A_C_Status'	19	214	1	1	0
	555	555	1	'01019020'	'PF_Status'	19	214	1	1	0
	556	556	1	'01019021'	'PF_A_Status'	19	214	1	1	0
	557	557	1	'01019022'	'PF_B_Status'	19	214	1	1	0
	558	558	1	'01019023'	'PF_C_Status'	19	214	1	1	0
	559	559	1	'01019024'	'KW_Status'	19	214	1	1	0
	560	560	1	'01038004'	'RTAC_UPS_ALARM'	38	220	1	1	0
	561	561	1	'01003001'	'WEATHER_FILE_STATUS'	3	215	1	1	0
	562	562	1	'01002001'	'Q1000Comm_Status'	2	208	1	1	1
	563	563	1	'01002002'	'RTU_Status'	2	208	1	1	1
	564	564	1	'01001099'	'DUKE_ICCP_SRV'	1	208	1	1	1
	565	565	1	'01041001'	'KVAR_COMP_Status'	41	214	1	1	0
	566	566	1	'01041002'	'FREQUENCY_Status'	41	214	1	1	0
	567	567	1	'01020004'	'KW_COMP_Status'	20	214	1	1	0
	568	568	1	'01020005'	'KW_A_Status'	20	214	1	1	0
	569	569	1	'01020006'	'KW_B_Status'	20	214	1	1	0
	570	570	1	'01020007'	'KW_C_Status'	20	214	1	1	0
	571	571	1	'01020008'	'KVAR_Status'	20	214	1	1	0
	572	572	1	'01020009'	'KVAR_A_Status'	20	214	1	1	0
	573	573	1	'01020010'	'KVAR_B_Status'	20	214	1	1	0
	574	574	1	'01020011'	'KVAR_C_Status'	20	214	1	1	0
	575	575	1	'01020012'	'V_Status'	20	214	1	1	0
	576	576	1	'01020013'	'V_A_Status'	20	214	1	1	0
	577	577	1	'01020014'	'V_B_Status'	20	214	1	1	0
	578	578	1	'01020015'	'V_C_Status'	20	214	1	1	0
	579	579	1	'01020016'	'A_Status'	20	214	1	1	0
	580	580	1	'01020017'	'A_A_Status'	20	214	1	1	0
	581	581	1	'01020018'	'A_B_Status'	20	214	1	1	0
	582	582	1	'01020019'	'A_C_Status'	20	214	1	1	0
	583	583	1	'01020020'	'PF_Status'	20	214	1	1	0
	584	584	1	'01020021'	'PF_A_Status'	20	214	1	1	0
	585	585	1	'01020022'	'PF_B_Status'	20	214	1	1	0
	586	586	1	'01020023'	'PF_C_Status'	20	214	1	1	0
	587	587	1	'01020024'	'KW_Status'	20	214	1	1	0
	588	588	1	'01041003'	'A_N_Status'	41	214	1	1	0
	589	589	1	'01041004'	'KW_COMP_Status'	41	214	1	1	0
	590	590	1	'01041005'	'KW_A_Status'	41	214	1	1	0
	591	591	1	'01041006'	'KW_B_Status'	41	214	1	1	0
	592	592	1	'01041007'	'KW_C_Status'	41	214	1	1	0
	593	593	1	'01041008'	'KVAR_Status'	41	214	1	1	0
	594	594	1	'01041009'	'KVAR_A_Status'	41	214	1	1	0
	595	595	1	'01021004'	'KW_COMP_Status'	21	214	1	1	0
	596	596	1	'01021005'	'KW_A_Status'	21	214	1	1	0
	597	597	1	'01021006'	'KW_B_Status'	21	214	1	1	0
	598	598	1	'01021007'	'KW_C_Status'	21	214	1	1	0
	599	599	1	'01021008'	'KVAR_Status'	21	214	1	1	0
	600	600	1	'01021009'	'KVAR_A_Status'	21	214	1	1	0
	601	601	1	'01021010'	'KVAR_B_Status'	21	214	1	1	0
	602	602	1	'01021011'	'KVAR_C_Status'	21	214	1	1	0
	603	603	1	'01021012'	'V_Status'	21	214	1	1	0
	604	604	1	'01021013'	'V_A_Status'	21	214	1	1	0
	605	605	1	'01021014'	'V_B_Status'	21	214	1	1	0
	606	606	1	'01021015'	'V_C_Status'	21	214	1	1	0
	607	607	1	'01021016'	'A_Status'	21	214	1	1	0
	608	608	1	'01021017'	'A_A_Status'	21	214	1	1	0
	609	609	1	'01021018'	'A_B_Status'	21	214	1	1	0
	610	610	1	'01021019'	'A_C_Status'	21	214	1	1	0
	611	611	1	'01021020'	'PF_Status'	21	214	1	1	0
	612	612	1	'01021021'	'PF_A_Status'	21	214	1	1	0
	613	613	1	'01021022'	'PF_B_Status'	21	214	1	1	0
	614	614	1	'01021023'	'PF_C_Status'	21	214	1	1	0
	615	615	1	'01021024'	'KW_Status'	21	214	1	1	0
	616	616	1	'01041010'	'KVAR_B_Status'	41	214	1	1	0
	617	617	1	'01041011'	'KVAR_C_Status'	41	214	1	1	0
	618	618	1	'01041012'	'V_Status'	41	214	1	1	0
	619	619	1	'01041013'	'V_A_Status'	41	214	1	1	0
	620	620	1	'01041014'	'V_B_Status'	41	214	1	1	0
	621	621	1	'01041015'	'V_C_Status'	41	214	1	1	0
	622	622	1	'01041016'	'A_Status'	41	214	1	1	0
	623	623	1	'01022004'	'KW_COMP_Status'	22	214	1	1	0
	624	624	1	'01022005'	'KW_A_Status'	22	214	1	1	0
	625	625	1	'01022006'	'KW_B_Status'	22	214	1	1	0
	626	626	1	'01022007'	'KW_C_Status'	22	214	1	1	0
	627	627	1	'01022008'	'KVAR_Status'	22	214	1	1	0
	628	628	1	'01022009'	'KVAR_A_Status'	22	214	1	1	0
	629	629	1	'01022010'	'KVAR_B_Status'	22	214	1	1	0
	630	630	1	'01022011'	'KVAR_C_Status'	22	214	1	1	0
	631	631	1	'01022012'	'V_Status'	22	214	1	1	0
	632	632	1	'01022013'	'V_A_Status'	22	214	1	1	0
	633	633	1	'01022014'	'V_B_Status'	22	214	1	1	0
	634	634	1	'01022015'	'V_C_Status'	22	214	1	1	0
	635	635	1	'01022016'	'A_Status'	22	214	1	1	0
	636	636	1	'01022017'	'A_A_Status'	22	214	1	1	0
	637	637	1	'01022018'	'A_B_Status'	22	214	1	1	0
	638	638	1	'01022019'	'A_C_Status'	22	214	1	1	0
	639	639	1	'01022020'	'PF_Status'	22	214	1	1	0
	640	640	1	'01022021'	'PF_A_Status'	22	214	1	1	0
	641	641	1	'01022022'	'PF_B_Status'	22	214	1	1	0
	642	642	1	'01022023'	'PF_C_Status'	22	214	1	1	0
	643	643	1	'01022024'	'KW_Status'	22	214	1	1	0
	644	644	1	'01022025'	'KW_A_UN_Status'	22	214	1	1	0
	645	645	1	'01022026'	'KW_B_UN_Status'	22	214	1	1	0
	646	646	1	'01022027'	'KW_C_UN_Status'	22	214	1	1	0
	647	647	1	'01022028'	'KVAR_UN_Status'	22	214	1	1	0
	648	648	1	'01022029'	'KVAR_A_UN_Status'	22	214	1	1	0
	649	649	1	'01022030'	'KVAR_B_UN_Status'	22	214	1	1	0
	650	650	1	'01022031'	'KVAR_C_UN_Status'	22	214	1	1	0
	651	651	1	'01023004'	'KW_COMP_Status'	23	214	1	1	0
	652	652	1	'01023005'	'KW_A_Status'	23	214	1	1	0
	653	653	1	'01023006'	'KW_B_Status'	23	214	1	1	0
	654	654	1	'01023007'	'KW_C_Status'	23	214	1	1	0
	655	655	1	'01023008'	'KVAR_Status'	23	214	1	1	0
	656	656	1	'01023009'	'KVAR_A_Status'	23	214	1	1	0
	657	657	1	'01023010'	'KVAR_B_Status'	23	214	1	1	0
	658	658	1	'01023011'	'KVAR_C_Status'	23	214	1	1	0
	659	659	1	'01023012'	'V_Status'	23	214	1	1	0
	660	660	1	'01023013'	'V_A_Status'	23	214	1	1	0
	661	661	1	'01023014'	'V_B_Status'	23	214	1	1	0
	662	662	1	'01023015'	'V_C_Status'	23	214	1	1	0
	663	663	1	'01023016'	'A_Status'	23	214	1	1	0
	664	664	1	'01023017'	'A_A_Status'	23	214	1	1	0
	665	665	1	'01023018'	'A_B_Status'	23	214	1	1	0
	666	666	1	'01023019'	'A_C_Status'	23	214	1	1	0
	667	667	1	'01023020'	'PF_Status'	23	214	1	1	0
	668	668	1	'01023021'	'PF_A_Status'	23	214	1	1	0
	669	669	1	'01023022'	'PF_B_Status'	23	214	1	1	0
	670	670	1	'01023023'	'PF_C_Status'	23	214	1	1	0
	671	671	1	'01023024'	'KW_Status'	23	214	1	1	0
	672	672	1	'01041017'	'A_A_Status'	41	214	1	1	0
	673	673	1	'01041018'	'A_B_Status'	41	214	1	1	0
	674	674	1	'01041019'	'A_C_Status'	41	214	1	1	0
	675	675	1	'01041020'	'PF_Status'	41	214	1	1	0
	676	676	1	'01041021'	'PF_A_Status'	41	214	1	1	0
	677	677	1	'01041022'	'PF_B_Status'	41	214	1	1	0
	678	678	1	'01041023'	'PF_C_Status'	41	214	1	1	0
	679	679	1	'01024004'	'KW_COMP_Status'	24	214	1	1	0
	680	680	1	'01024005'	'KW_A_Status'	24	214	1	1	0
	681	681	1	'01024006'	'KW_B_Status'	24	214	1	1	0
	682	682	1	'01024007'	'KW_C_Status'	24	214	1	1	0
	683	683	1	'01024008'	'KVAR_Status'	24	214	1	1	0
	684	684	1	'01024009'	'KVAR_A_Status'	24	214	1	1	0
	685	685	1	'01024010'	'KVAR_B_Status'	24	214	1	1	0
	686	686	1	'01024011'	'KVAR_C_Status'	24	214	1	1	0
	687	687	1	'01024012'	'V_Status'	24	214	1	1	0
	688	688	1	'01024013'	'V_A_Status'	24	214	1	1	0
	689	689	1	'01024014'	'V_B_Status'	24	214	1	1	0
	690	690	1	'01024015'	'V_C_Status'	24	214	1	1	0
	691	691	1	'01024016'	'A_Status'	24	214	1	1	0
	692	692	1	'01024017'	'A_A_Status'	24	214	1	1	0
	693	693	1	'01024018'	'A_B_Status'	24	214	1	1	0
	694	694	1	'01024019'	'A_C_Status'	24	214	1	1	0
	695	695	1	'01024020'	'PF_Status'	24	214	1	1	0
	696	696	1	'01024021'	'PF_A_Status'	24	214	1	1	0
	697	697	1	'01024022'	'PF_B_Status'	24	214	1	1	0
	698	698	1	'01024023'	'PF_C_Status'	24	214	1	1	0
	699	699	1	'01024024'	'KW_Status'	24	214	1	1	0
	700	700	1	'01041024'	'KW_Status'	41	214	1	1	0
	701	701	1	'01041025'	'DC_LOSS_Status'	41	215	1	1	1
	702	702	1	'01001100'	'GRE06_PRI_RTU'	1	208	1	1	1
	703	703	1	'01002003'	'ACLOSS_Status'	2	215	1	1	1
	704	704	1	'01001101'	'GRE06_CHK_RTU'	1	208	1	1	1
	705	705	1	'01001102'	'GRE05A_PRI_RTU'	1	208	1	1	1
	706	706	1	'01042001'	'KVAR_COMP_Status'	42	214	1	1	0
	707	707	1	'01025002'	'KW_COMP_Status'	25	214	1	1	0
	708	708	1	'01018025'	'AC_LOSS_Status'	18	215	1	1	1
	709	709	1	'01016025'	'AC_LOSS_Status'	16	215	1	1	1
	710	710	1	'01017025'	'AC_LOSS_Status'	17	215	1	1	1
	711	711	1	'01025003'	'KVAR_COMP_Status'	25	214	1	1	0
	712	712	1	'01025004'	'A_N_Status'	25	214	1	1	0
	713	713	1	'01036001'	'PRI_WES01_COMMDOWN_Status'	36	208	1	1	0
	714	714	1	'01019025'	'AC_LOSS_Status'	19	215	1	1	1
	715	715	1	'01025005'	'V_Status'	25	214	1	1	0
	716	716	1	'01025006'	'V_A_Status'	25	214	1	1	0
	717	717	1	'01025007'	'V_B_Status'	25	214	1	1	0
	718	718	1	'01025008'	'V_C_Status'	25	214	1	1	0
	719	719	1	'01025009'	'A_Status'	25	214	1	1	0
	720	720	1	'01025010'	'A_A_Status'	25	214	1	1	0
	721	721	1	'01025011'	'A_B_Status'	25	214	1	1	0
	722	722	1	'01025012'	'A_C_Status'	25	214	1	1	0
	723	723	1	'01025013'	'PF_Status'	25	214	1	1	0
	724	724	1	'01025014'	'PF_A_Status'	25	214	1	1	0
	725	725	1	'01025015'	'PF_B_Status'	25	214	1	1	0
	726	726	1	'01025016'	'PF_C_Status'	25	214	1	1	0
	727	727	1	'01025017'	'KW_Status'	25	214	1	1	0
	728	728	1	'01025018'	'KW_A_Status'	25	214	1	1	0
	729	729	1	'01025019'	'KW_B_Status'	25	214	1	1	0
	730	730	1	'01025020'	'KW_C_Status'	25	214	1	1	0
	731	731	1	'01025021'	'KVAR_Status'	25	214	1	1	0
	732	732	1	'01025022'	'KVAR_A_Status'	25	214	1	1	0
	733	733	1	'01025023'	'KVAR_B_Status'	25	214	1	1	0
	734	734	1	'01025024'	'KVAR_C_Status'	25	214	1	1	0
	735	735	1	'01026001'	'KW_COMP_Status'	26	214	1	1	0
	736	736	1	'01026002'	'KW_A_Status'	26	214	1	1	0
	737	737	1	'01026003'	'KW_B_Status'	26	214	1	1	0
	738	738	1	'01026004'	'KW_C_Status'	26	214	1	1	0
	739	739	1	'01026005'	'KVAR_Status'	26	214	1	1	0
	740	740	1	'01026006'	'A_N_Status'	26	214	1	1	0
	741	741	1	'01026007'	'KVAR_B_Status'	26	214	1	1	0
	742	742	1	'01026008'	'KVAR_C_Status'	26	214	1	1	0
	743	743	1	'01026009'	'V_Status'	26	214	1	1	0
	744	744	1	'01026010'	'V_A_Status'	26	214	1	1	0
	745	745	1	'01026011'	'V_B_Status'	26	214	1	1	0
	746	746	1	'01026012'	'V_C_Status'	26	214	1	1	0
	747	747	1	'01026013'	'A_Status'	26	214	1	1	0
	748	748	1	'01026014'	'A_A_Status'	26	214	1	1	0
	749	749	1	'01026015'	'A_B_Status'	26	214	1	1	0
	750	750	1	'01026016'	'A_C_Status'	26	214	1	1	0
	751	751	1	'01026017'	'PF_Status'	26	214	1	1	0
	752	752	1	'01026018'	'PF_A_Status'	26	214	1	1	0
	753	753	1	'01026019'	'PF_B_Status'	26	214	1	1	0
	754	754	1	'01026020'	'PF_C_Status'	26	214	1	1	0
	755	755	1	'01036002'	'A_N_Status'	36	214	1	1	0
	756	756	1	'01036003'	'FREQUENCY_Status'	36	214	1	1	0
	757	757	1	'01033003'	'KVAR_COMP_Status'	33	214	1	1	0
	758	758	1	'01034003'	'KVAR_COMP_Status'	34	214	1	1	0
	759	759	1	'01035003'	'KVAR_COMP_Status'	35	214	1	1	0
	760	760	1	'01036004'	'KVAR_COMP_Status'	36	214	1	1	0
	761	761	1	'01028004'	'KVAR_COMP_Status'	28	214	1	1	0
	762	762	1	'01029003'	'A_N_Status'	29	214	1	1	0
	763	763	1	'01027001'	'KW_Status'	27	214	1	1	0
	764	764	1	'01027002'	'KW_A_Status'	27	214	1	1	0
	765	765	1	'01027003'	'KW_B_Status'	27	214	1	1	0
	766	766	1	'01027004'	'KW_C_Status'	27	214	1	1	0
	767	767	1	'01027005'	'KVAR_Status'	27	214	1	1	0
	768	768	1	'01027006'	'A_N_Status'	27	214	1	1	0
	769	769	1	'01027007'	'KVAR_B_Status'	27	214	1	1	0
	770	770	1	'01027008'	'KVAR_C_Status'	27	214	1	1	0
	771	771	1	'01027009'	'V_Status'	27	214	1	1	0
	772	772	1	'01027010'	'V_A_Status'	27	214	1	1	0
	773	773	1	'01027011'	'V_B_Status'	27	214	1	1	0
	774	774	1	'01027012'	'V_C_Status'	27	214	1	1	0
	775	775	1	'01027013'	'A_Status'	27	214	1	1	0
	776	776	1	'01027014'	'A_A_Status'	27	214	1	1	0
	777	777	1	'01027015'	'A_B_Status'	27	214	1	1	0
	778	778	1	'01027016'	'A_C_Status'	27	214	1	1	0
	779	779	1	'01027017'	'PF_Status'	27	214	1	1	0
	780	780	1	'01027018'	'PF_A_Status'	27	214	1	1	0
	781	781	1	'01027019'	'PF_B_Status'	27	214	1	1	0
	782	782	1	'01027020'	'PF_C_Status'	27	214	1	1	0
	783	783	1	'01031004'	'KVAR_COMP_Status'	31	214	1	1	0
	784	784	1	'01042002'	'FREQUENCY_Status'	42	214	1	1	0
	785	785	1	'01042003'	'A_N_Status'	42	214	1	1	0
	786	786	1	'01042004'	'KW_COMP_Status'	42	214	1	1	0
	787	787	1	'01042005'	'KW_A_Status'	42	214	1	1	0
	788	788	1	'01042006'	'KW_B_Status'	42	214	1	1	0
	789	789	1	'01042007'	'KW_C_Status'	42	214	1	1	0
	790	790	1	'01042008'	'KVAR_Status'	42	214	1	1	0
	791	791	1	'01028005'	'KW_Status'	28	214	1	1	0
	792	792	1	'01028006'	'KW_A_Status'	28	214	1	1	0
	793	793	1	'01028007'	'KW_B_Status'	28	214	1	1	0
	794	794	1	'01028008'	'KW_C_Status'	28	214	1	1	0
	795	795	1	'01028009'	'KVAR_Status'	28	214	1	1	0
	796	796	1	'01028010'	'KVAR_A_Status'	28	214	1	1	0
	797	797	1	'01028011'	'KVAR_B_Status'	28	214	1	1	0
	798	798	1	'01028012'	'KVAR_C_Status'	28	214	1	1	0
	799	799	1	'01028013'	'V_Status'	28	214	1	1	0
	800	800	1	'01028014'	'V_A_Status'	28	214	1	1	0
	801	801	1	'01028015'	'V_B_Status'	28	214	1	1	0
	802	802	1	'01028016'	'V_C_Status'	28	214	1	1	0
	803	803	1	'01028017'	'A_Status'	28	214	1	1	0
	804	804	1	'01028018'	'A_A_Status'	28	214	1	1	0
	805	805	1	'01028019'	'A_B_Status'	28	214	1	1	0
	806	806	1	'01028020'	'A_C_Status'	28	214	1	1	0
	807	807	1	'01028021'	'PF_Status'	28	214	1	1	0
	808	808	1	'01028022'	'PF_A_Status'	28	214	1	1	0
	809	809	1	'01028023'	'PF_B_Status'	28	214	1	1	0
	810	810	1	'01028024'	'PF_C_Status'	28	214	1	1	0
	811	811	1	'01042009'	'KVAR_A_Status'	42	214	1	1	0
	812	812	1	'01042010'	'KVAR_B_Status'	42	214	1	1	0
	813	813	1	'01042011'	'KVAR_C_Status'	42	214	1	1	0
	814	814	1	'01042012'	'V_Status'	42	214	1	1	0
	815	815	1	'01042013'	'V_A_Status'	42	214	1	1	0
	816	816	1	'01042014'	'V_B_Status'	42	214	1	1	0
	817	817	1	'01042015'	'V_C_Status'	42	214	1	1	0
	818	818	1	'01042016'	'A_Status'	42	214	1	1	0
	819	819	1	'01029004'	'KW_COMP_Status'	29	214	1	1	0
